,제목,장르모음,출연진,개봉일,등급,상영시간,기본장르
0,너의 모든 것,"드라마,도서 원작 시리즈,미국 TV 프로그램,스릴러 시리즈",펜 배질리 빅토리아 퍼드레티 엘리자베스 레일 타티 개브리엘 샬럿 리치 셰이 미첼 제나 오르테가 제임스 스컬리 앰버 칠더스 Tilly Keeper Amy-Leigh Hickman 에드 스펠리어스 Lukas Gage 카르멜라 숨바도 새프런 버로스 딜런 아널드 샬리타 그랜트 트래비스 반 윙클 스콧 스피드먼 존 스테이모스 루카 파도반 잭 체리,2018 ,"
청불 ", 시즌 4개 , 스릴러
0,DC 타이탄,"SF 시리즈,액션 & 어드벤처 시리즈,미국 TV 프로그램,코믹스 원작 시리즈",브렌튼 스웨이츠 애나 디옵 티건 크로프트 라이언 포터 커런 월터스 코너 레슬리 밍카 켈리 앨런 리치슨 에사이 모레일스 첼시 장 조슈아 오핀,2018 ,"
청불 ", 시즌 4개 , 액션
0,살인을 말하다: 테드 번디 테이프,"실존 인물 다큐멘터리,범죄 시리즈,다큐시리즈,미국 TV 프로그램,범죄 실화 다큐멘터리",,2019 ,"
청불 ", 시즌 1개 , 다큐멘터리
0,"그 겨울, 바람이 분다","로맨틱한 드라마,드라마,한국 드라마",조인성 송혜교 김범 정은지 배종옥 김태우 서효림 김영훈,2013 ,"
15+ ", 시즌 1개 , 드라마 장르
0,천 번의 굿나잇,"드라마,대만 작품",롄위한 장동량 야오아이닝 리쭝린 천보정 먀오커리,2019 ,"
15+ ", 시즌 1개 , 드라마 장르
0,시청률 살인,"정치 시리즈,브라질 작품,다큐멘터리·정치,범죄 시리즈,다큐시리즈,범죄 실화 다큐멘터리",,2019 ,"
청불 ", 시즌 1개 , 다큐멘터리
0,철의 형사,"드라마,홍콩 작품,범죄 시리즈",혜영홍 강호문 원위호 채사패 허소웅 황지현 장조만,2019 ,"
청불 ", 시즌 1개 , 드라마 장르
0,더 패밀리: 신이 내린 권력,"정치 시리즈,다큐멘터리·정치,다큐시리즈,사회 & 문화 다큐멘터리,미국 TV 프로그램",제임스 크롬웰 데이비드 리스달 벤 로젠필드 재커리 부스,2019 ,"
15+ ", 시즌 1개 , 다큐멘터리
0,닥터 샌더스의 위대한 진단,"메디컬 시리즈,과학 & 자연 TV 프로그램,과학 & 자연 다큐멘터리,다큐시리즈,미국 TV 프로그램",리사 샌더스,2019 ,"
15+ ", 시즌 1개 , 다큐멘터리
0,더케이투,"로맨틱한 드라마,정치 시리즈,드라마,액션 & 어드벤처 시리즈,한국 드라마",지창욱 송윤아 임윤아 조성하 김갑수 이정진 손태영 신동미,2016 ,"
15+ ", 시즌 1개 , 드라마 장르
0,붉은 돼지,"가족 영화,어린이 & 가족 영화,일본 작품,액션 & 어드벤처 영화,애니메이션 영화",모리야마 슈이치로 가토 도키코 가쓰라 산시 가미조 쓰네히코 오카무라 아케미 오츠카 아키오 세키 히로코,1992 ,"
전체관람가 ", 1시간 33분 , 애니
0,세르지우의 마지막 임무,"다큐멘터리 영화,다큐멘터리·정치,도서 원작 영화,실존 인물 다큐멘터리,미국 영화",세르지우 비에이라 지 멜루,2009 ,"
12+ ", 1시간 34분 , 다큐멘터리
0,바람이 분다,"일본 작품,드라마 장르 애니메이션,애니메이션 영화",안노 히데아키 다키모토 미오리 니시지마 히데토시 니시무라 마사히코 스티븐 앨퍼트 가자마 모리오 다케시타 게이코 시다 미라이 구니무라 준 오타케 시노부 노무라 만사이,2013 ,"
전체관람가 ", 2시간 6분 , 애니
0,더 서치: 사라진 아이,"정치 시리즈,드라마,멕시코 작품,범죄 시리즈,사회 문제를 다룬 드라마",다리오 야스베크 디아나 보비오 레히나 블란돈 아드리안 라드론 베로니카 브라보 에베라르도 아르사테 안토니오 아로치 마리오 알베르토 몬로이 비아네이 로드리게스 마리아 아우라 다니엘 하다드 페르난도 보니야 올링카 벨라스케스 다마얀티 킨타나르 아드리아나 야브레스 알레한드로 칼바 실베리오 팔라시오스 에드문도 바르가스 아나벨 페레이라,2020 ,"
15+ ", 시즌 1개 , 드라마 장르
0,쌍갑포차,"드라마,코미디 시리즈,웹툰 원작 한국 드라마,판타지 시리즈,한국 드라마",황정음 육성재 최원영 이준혁 정다은 나인우 염혜란 박은혜 박시은 송건희 김희정 안태환,2020 ,"
15+ ", 시즌 1개 , 판타지
0,슈거 하이: 설탕을 부탁해,"가족 영화,어린이 & 가족 영화,음식 & 여행 시리즈,경쟁 리얼리티 시리즈,리얼리티 시리즈,미국 영화",헌터 마치,2020 ,"
전체관람가 ", 44분 , 리얼리티 TV
0,뤄바오베이의 모험 극장,"키즈 시리즈,중국 본토 시리즈,키즈 교육 영화,만화 시리즈",해나 버넷 나탈리아제이드 조너선 리오 탕 곡 완 황징이 픽센 림 데이빗 입,2018 ,"
전체관람가 ", 시즌 1개 , 키즈
0,아이를 부탁해,"멕시코 작품,로맨틱 코미디 영화,코미디 영화,로맨틱한 영화",마우리시오 오크만 에스메랄다 피멘텔 마테오 잔니니 레히나 레이노소 후안 마르틴 하우레기 타토 알렉산데르 베로니카 브라보 페르난도 베세릴 모이세스 아리스멘디 티아레 스칸다 마리아나 카브레라 몬세라트 마라뇬 베로니카 랑게르,2020 ,"
12+ ", 1시간 51분 , 코미디
0,마더,"일본 작품,드라마 영화",나가사와 마사미 아베 사다오 오쿠다이라 다이켄,2020 ,"
15+ ", 2시간 6분 , 드라마 장르
0,자기 앞의 생,"청춘 드라마 장르,이탈리아 작품,드라마 영화,도서 원작 영화",소피아 로렌 이브라히마 게예 레나토 카르펜티에리 디에고 요시프 피르부 마시밀리아노 로시 아브릴 사모라 바바크 카리미,2020 ,"
15+ ", 1시간 35분 , 드라마 장르
0,하트브레이크 하이,"드라마,청춘 드라마,호주 작품,청소년 시리즈",캘런 멀비 라라 콕스 에마 로시 에이다 니코디무 렐 헌트 푸투 윈체스터 살바토레 코코 바버라 구스코스 이바르 칸츠 스티븐 로루크 애비 터커 스콧 메이저 코리 페이지 데스피나 칼디스 데니 고든 존 폴라드 빈스 폴레토 앤드리아 무어 제러미 린지 테일러 도리스 유네인 토니 마틴 서배스천 골드스핑크 캐서린 핼리데이 마셀 브랙스 니나 류 모나 세레스 내털리 로이 리베카 스마트 플러 보퍼트 알렉스 디미트리아디스 티나 버실 피터 섬너 마리오 감마 타이 응우옌 잉어 호른스트라 루퍼트 리드 존 월턴 닉 러수리스 휴 볼드윈 세라 램버트 잰 아델 다이앤 크레이그 이언 블리스 알렉산드라 브러닝 킴 윌슨 이저벨라 구티에레즈 사이먼 베이커,1994 ,"
15+ ", 시즌 7개 , 드라마 장르
0,분닥 세인트,"액션 & 어드벤처 영화,미국 영화",숀 패트릭 플래너리 윌럼 더포 노만 리더스 빌리 코널리 데이비드 델라 로코 데이비드 페리 브라이언 마호니 밥 말리 리처드 피츠패트릭 윌리엄 영 로버트 펨버턴 빌 크레이그,1999 ,"
청불 ", 1시간 48분 , 액션
0,쉘위댄스,"일본 작품,코미디 영화",야쿠쇼 코지 쿠사카리 타미요 다케나카 나오토 와타나베 에리 에모토 아키라 토쿠이 유 타구치 히로마사 쿠사무라 레이코 히데코하라 미야사카 히로시 이다 쿠니히코,1996 ,"
전체관람가 ", 2시간 16분 , 코미디
0,클래스메이트 마이너스,"대만 작품,코미디 영화,인디 영화,중국 영화",스밍솨이 정런숴 나더우 류관팅 천이원 왕차이화 판후이루 훙샤오링 주즈잉 정위퉁,2020 ,"
청불 ", 2시간 2분 , 드라마 장르
0,어바웃 타임,"영국 작품,로맨틱 코미디 영화,코미디 영화,로맨틱한 영화",도널 글리슨 레이첼 맥아담스 빌 나이 마고 로비 리디아 윌슨 린제이 던칸 리처드 코더리 톰 홀랜더 조슈아 맥과이어 바네사 커비,2013 ,"
15+ ", 2시간 3분 , 코미디
0,환상의 버섯,"다큐멘터리 영화,과학 & 자연 다큐멘터리,미국 영화",,2019 ,"
전체관람가 ", 1시간 20분 , 다큐멘터리
0,짐 개피건: 킹 베이비,스탠드업 코미디,짐 개피건,2009 ,"
15+ ", 1시간 11분 , 코미디
0,짐 개피건: 미스터 유니버스,스탠드업 코미디,짐 개피건,2012 ,"
15+ ", 1시간 17분 , 코미디
0,말아톤,드라마 영화,조승우 김미숙 이기영 백성현 안내상,2005 ,"
전체관람가 ", 1시간 56분 , 드라마 장르
0,노트북,"드라마 영화,로맨틱한 영화,도서 원작 영화,미국 영화",라이언 고슬링 레이첼 맥아담스 제임스 가너 제나 롤런즈 제임스 마스든 케빈 코넬리 샘 셰퍼드 존 앨런 데이비드 손톤 제이미 앤 알먼,2004 ,"
15+ ", 2시간 3분 , 드라마 장르
0,극장판 타이거 앤 버니,"SF & 판타지 애니,액션 애니,SF 영화,일본 작품,액션 & 어드벤처 영화,애니메이션 영화",히라타 히로아키 모리타 마사카즈 나카무라 유이치 코토부키 미나코 쿠스노키 타이텐 츠다 켄지로 이노우에 고 이세 마리야 오카모토 노부히코 유사 코지 카이다 유코,2012 ,"
전체관람가 ", 1시간 31분 , 애니
0,극장판 타이거 앤 버니: 더 라이징,"SF & 판타지 애니,액션 애니,SF 영화,일본 작품,액션 & 어드벤처 영화,애니메이션 영화",히라타 히로아키 모리타 마사카즈 나카무라 유이치 코토부키 미나코 쿠스노키 타이텐 츠다 켄지로 이노우에 고 이세 마리야 오카모토 노부히코 유사 코지 카이다 유코,2014 ,"
전체관람가 ", 1시간 40분 , 애니
0,쿠바 리브레 스토리,"정치 시리즈,다큐멘터리·정치,다큐시리즈",,2015 ,"
15+ ", 시즌 1개 , 다큐멘터리
0,미라큘러스 레이디버그와 블랙캣: 산타의 복수,"키즈 시리즈,가족이 함께 보는 시리즈,만화 시리즈",크리스티나 비 브라이스 파펜브룩 키스 실버스타인 멜라 리 맥스 미틀먼 바버라 해리스 스테파니 셰이 셀라 빅터 벤 디스킨 에린 피츠제럴드 그랜트 조지,2016 ,"
7+ ", 21분 , 키즈
0,(아는 건 별로 없지만) 가족입니다,"드라마,한국 드라마",한예리 추자현 김지석 정진영 원미경 신재하 신동욱 김태훈 신혜정 이종원,2020 ,"
15+ ", 시즌 1개 , 드라마 장르
0,작은 아씨들,"드라마,미스터리 시리즈,한국 드라마",김고은 남지현 박지후 위하준 엄지원 엄기준 김미숙 강훈 전채은,2022 ,"
15+ ", 시즌 1개 , 드라마 장르
0,하트브레이크 하이,"드라마,청춘 드라마,호주 작품,청소년 시리즈",아이샤 마돈 제임스 마주스 클로이 헤이든 애셔 야스빈첵 토마스 웨더롤 조시 휴스턴 윌 맥도널드 제마 추아-트란 브린 채프먼 패리시 셰리리 왓슨 브로디 타운센드 치카 이코궤 레이철 하우스 스콧 메이저,2022 ,"
청불 ", 시즌 1개 , 드라마 장르
0,루,"액션 & 어드벤처 영화,미국 영화",앨리슨 재니 저니 스몰렛 로건 마셜그린 리들리 베이트먼 맷 크레이븐,2022 ,"
청불 ", 1시간 47분 , 액션
0,레인보우,"음악,청춘 드라마 장르,스페인 작품,드라마 영화,도서 원작 영화",도라 카르멘 마우라 카르멘 마치 아약스 페드로사 루이스 베르메호 웨카포레 지브릴 호비크 케우치케리안 쿠엔토스 로살레스 로시 데팔마 에스테르 엑스포시토,2022 ,"
15+ ", 1시간 58분 , 드라마 장르
0,배드 가이즈,"드라마,태국 작품,범죄 시리즈,스릴러 시리즈",수라삭 웡타이 찌라유 딴뜨라꾼 까윈랏 욧아몬순톤 나팟 위까이룽롯 찬야 매클로리 탄 타나꼰 수라삭 차이앗 카쫀삭 라따나니사이 추띠마 티빠낫 끄라이랏 유앙야이,2022 ,"
청불 ", 시즌 1개 , 스릴러
0,플레이리스트,"음악,드라마,스웨덴 작품,도서 원작 시리즈,스칸디나비아 TV 쇼,TV 프로그램·실화 바탕,사회 문제를 다룬 드라마",에드빈 엔드레 크리스티안 힐보리 울프 스텐베리 요엘 뤼초 재니스 카미아 카반데르 기셈 에르도간 소피아 카레뮈르 사무엘 프뢸레르 발테르 스코르스고르 리세테 파글레르,2022 ,"
15+ ", 시즌 1개 , 드라마 장르
0,1987,"드라마 영화,실화 바탕 영화,사회 이슈 드라마 장르 영화",김윤석 하정우 유해진 김태리 박희순 이희준 설경구 여진구 강동원 유승목 현봉식 박지환 문성근 오달수 고창석 우현 정인기,2018 ,"
15+ ", 2시간 9분 , 드라마 장르
0,클래식,"드라마 영화,로맨틱한 영화,도서 원작 영화",손예진 조승우 조인성 이기우 서영희 이상인 김병옥 임예진,2003 ,"
12+ ", 2시간 8분 , 로맨스
0,드래곤 길들이기 2,"가족 영화,어린이 & 가족 영화,도서 원작 영화,미국 영화",제이 배루셸 케이트 블란쳇 제라드 버틀러 크레이그 퍼거슨 어메리카 퍼레어라 조나 힐 크리스토퍼 민츠 프래지 T.J. 밀러 크리스틴 위그 자이먼 운수 키트 해링턴,2014 ,"
전체관람가 ", 1시간 42분 , 키즈
0,써니,"청춘 드라마 장르,드라마 영화",유호정 심은경 진희경 강소라 고수희 김민영 홍진희 박진주 이연경 남보라 김선경 김보미 윤정 민효린,2011 ,"
15+ ", 2시간 4분 , 드라마 장르
0,국제시장,드라마 영화,황정민 김윤진 오달수 정진영 장영남 라미란 김슬기,2014 ,"
12+ ", 2시간 6분 , 드라마 장르
0,마더,"스릴러 영화,미스터리 영화",김혜자 원빈 진구 윤제문 전미선 송새벽,2009 ,"
청불 ", 2시간 8분 , 스릴러
0,걸캅스,"코미디 영화,액션 & 어드벤처 영화",라미란 이성경 윤상현 최수영 염혜란 위하준 주우재 강홍석 김도완,2019 ,"
15+ ", 1시간 47분 , 코미디
0,세레니티,"SF 영화,액션 & 어드벤처 영화,미국 영화",네이선 필리언 지나 토레스 앨런 튜딕 모레나 바카린 아담 볼드윈 쥬얼 스테이트 숀 마허 섬머 글루 론 글래스 추이텔 에지오포 데이빗 크럼홀츠 마이클 히치콕,2005 ,"
15+ ", 1시간 58분 , SF
0,팀스 버미어,"다큐멘터리 영화,미국 영화,라이프스타일",팀 제니슨 펜 질레트,2013 ,"
12+ ", 1시간 19분 , 다큐멘터리
0,슈렉,"가족 영화,어린이 & 가족 영화,코미디 영화,도서 원작 영화,미국 영화",마이크 마이어스 에디 머피 카메론 디아즈 존 리스고 뱅상 카셀 콘래드 버논 크리스 밀러 코디 캐머런 사이몬 J. 스미스 크리스토퍼 나이츠 짐 커밍스 캐슬린 프리먼 바비 블록 미카엘 갈라소,2001 ,"
전체관람가 ", 1시간 30분 , 키즈
0,어머니 니나,"폴란드 작품,액션 & 어드벤처 영화",아그니에슈카 그로호프스카 아드리안 델릭타 다리우시 호이나츠키 파울리나 흐루시치엘 파베우 코실리크 아르카디우시 브리칼스키 세바스티안 델라 시몬 브루블레프스키 콘라트 엘레리크 요비타 부드니크,2023 ,"
청불 ", 1시간 34분 , 스릴러
0,빅쇼트,"코미디 영화,도서 원작 영화,실화 바탕 영화,사회 이슈 드라마 장르 영화,미국 영화",크리스천 베일 스티브 커렐 라이언 고슬링 브래드 피트 멜리사 레오 해미시 링클레이터 존 마가로 레이프 스폴 제러미 스트롱 핀 위트록 머리사 토메이,2015 ,"
청불 ", 2시간 10분 , 드라마 장르
0,원헌드레드,"정치 시리즈,드라마,SF 시리즈,도서 원작 시리즈,액션 & 어드벤처 시리즈,미국 TV 프로그램",일라이자 테일러 페이지 터코 밥 몰리 마리 아브게로폴로스 크리스토퍼 라킨 헨리 이언 큐직 아이제이아 워싱턴 린지 모건 데본 보스틱 리처드 하몬 리키 휘틀 재러드 조지프 첼시 리스트 새친 사헬 아디나 포터 타시아 텔레스 토머스 맥도넬,2014 ,"
15+ ", 시즌 7개 , 액션
0,비스트 오브 노 네이션,"밀리터리 영화,드라마 영화,인디 영화,도서 원작 영화,미국 영화","이드리스 엘바 아브라함 아타 커트 에갸완 주드 아쿠위다이크 엠마뉴엘 ""킹콩"" 니 아돔 퀘이 아마 K. 아베브레스 코비나 아미사 샘 프란시스 웨디 리처드 페플",2015 ,"
청불 ", 2시간 17분 , 드라마 장르
0,러브,"로맨틱한 드라마,드라마,코미디 시리즈,로맨틱 코미디 시리즈,미국 TV 프로그램",길리언 제이컵스 폴 러스트 클라우디아 오더허티 마이크 미첼 크리스 위타스키 아이리스 아패토우,2016 ,"
청불 ", 시즌 3개 , 코미디
0,드래곤 길들이기의 전설,"키즈 시리즈,가족이 함께 보는 시리즈,도서 원작 시리즈,만화 시리즈,판타지 시리즈",제이 배루셸 크레이그 퍼거슨 어메리카 퍼레어라 제라드 버틀러,2011 ,"
전체관람가 ", 시즌 1개 , 키즈
