,제목,장르모음,시놉시스,특징,출연진,개봉일,등급,상영시간,기본장르,nfid,imdbid
0,장고:분노의 추적자,"드라마 영화,서부 영화,사회 이슈 드라마 장르 영화,미국 영화",악랄한 농장주의 손아귀에서 아내를 구하라. 자유의 몸이 된 장고가 독일인 현상금 사냥꾼과 함께 미 전역을 휩쓸며 아내 구출 작전에 나선다.,폭력적인,"제이미 폭스,크리스토프 발츠,레오나르도 디카프리오,케리 워싱턴,새뮤얼 L. 잭슨,월턴 고긴스,데니스 크리스토퍼,제임스 레마,데이비드 스틴,데이나 구리에,니콜 갈리시아,로라 카요우엣,아토 에산도,삼미 로티비,에스칼란테 런디,돈 존슨,",2012 ,"
청불 ", 2시간 45분 , 서부극,70230640,tt1853728
0,매버릭스,"키즈 시리즈,드라마,청춘 드라마,호주 작품",모터크로스를 사랑하는 10대 라이더들. 라이벌과의 대결에서 승리하고 서로에게서 최고의 모습을 끌어내며 오늘도 한 단계씩 성장해 나간다. 스릴 넘치는 스피드를 즐길 수 있는 시리즈.,"아드레날린 폭발,흥미진진","다시 태디치,타티아나 구드,지어듬 맥과이어,서배스천 탕,샬럿 매지,샘 윈스피어실링스,로한 니콜,제인 하버,켈턴 펠,너태샤 왱거닌,루크 캐럴,스콧 프레이저,",2022 ,"
전체관람가 ", 시즌 1개 , 키즈,81233669,tt15373864
0,컹크의 색다른 지구 이야기,"영국 작품,코미디 시리즈","필로미나 컹크가 인류의 위대한, 혹은 그닥 위대하지 않은 진보를 소개한다. 문명의 역사를 추적하는 재치 만점 모큐멘터리.",위트 있는,"다이앤 모건,",2023 ,"
15+ ", 시즌 1개 , 코미디,81516751,tt16867040
0,슬기로운 감빵생활,"드라마,한국 드라마","메이저리그 대신 감옥으로 직행한 슈퍼스타. 판이 바뀌고 룰이 바뀐 막다른 골목, 감빵에서 살아남을 방법은 단 한 가지. 그저 배워라! 하나에서 열까지.","위트 있는,감정을 파고드는","박해수,정경호,정수정,성동일,정재성,최무성,이훈진,이규형,이호철,안창환,김경남,",2017 ,"
15+ ", 시즌 1개 , 드라마 장르,80214406,tt7622902
0,애프터눈 드림,"인도 작품,드라마 영화",늘 짜증을 달고 사는 제임스. 어느 날 버스에서 깜빡 잠이 들었다 깬 후 자기가 순다람이라고 우긴다. 순다람은 수년 전 한적한 마을에서 사라진 남자라는데. 말라얄람어와 타밀어로 제작된 드라마 영화.,거부할 수 없는 이끌림,"맘무티,람야 수비,람야 판디안,T. 수레시 바부,라제시 샤르마,푸 라무,",2023 ,"
12+ ", 1시간 47분 , 드라마 장르,81676305,tt15477504
0,센스8,"드라마,SF 시리즈,미국 TV 프로그램,스릴러 시리즈",어느 날 갑자기 서로의 감각과 감정을 공유하게 된 낯선 8명의 남녀. 《매트릭스》와 《바빌론 5》의 제작팀이 선보이는 본격 SF 시리즈.,"발상의 전환,거부할 수 없는 이끌림","터펜스 미들턴,브라이언 J. 스미스,배두나,막스 리멜트,나빈 앤드류스,대릴 해나,프리마 애즈맨,테렌스 만,애덤 샤피로,막스 마우프,알폰소 에레라,에렌디라 이바라,에멜 아민,제이미 클레이턴,티나 데새,미겔 앙헬 실베스트레,토비 온우메레,조 판토리아노,마르코 자칼로네,",2015 ,"
청불 ", 시즌 2개 , SF,80025744,tt2431438
0,마스터 오브 제로,"드라마,코미디 시리즈,미국 TV 프로그램","문제 많은 이 세상, 쉬운 일이라곤 없네. 사랑도 성공도, 멀기만 하니. 배우인 데브와 그 오랜 친구 드니즈, 두 사람의 개성 넘치는 친구들. 그들의 고군분투를 담아 찬사를 받은 시리즈다.","위트 있는,감정을 파고드는","리나 웨이스,나오미 애키,아지즈 안사리,노엘 웰스,에릭 웨어하임,켈빈 유,파티마 안사리,샤우카스 안사리,알레산드라 마스트로나르디,바비 캐너발리,앤서니 월시,코딜리아 블레어,레이철 소피아앤서니,",2015 ,"
청불 ", 시즌 3개 , 코미디,80049714,tt4635276
0,그레이스 앤 프랭키,"시트콤,드라마,코미디 시리즈,미국 TV 프로그램",에미상 후보에 오른 시리즈. 고상한 그레이스와 괴짜 프랭키는 친구 사이는 아니지만 남편들이 서로에게 사랑에 빠져 그들을 떠나자 유대를 쌓기 시작한다.,"위트 있는,유쾌 발랄,진심 어린","제인 폰다,릴리 톰린,마틴 신,샘 워터스튼,준 다이앤 라파엘,브루클린 데커,이선 엠브리,배런 본,",2015 ,"
청불 ", 시즌 7개 , 코미디,80017537,tt3609352
0,카우스피라시,"다큐멘터리 영화,다큐멘터리·정치,사회 & 문화 다큐멘터리,미국 영화","공장식 축산 경영이 지구의 천연 자원을 어떻게 훼손시키고 있는지, 왜 이 위기를 환경 단체들이 대체로 무시해왔는지 살펴본다.",진실을 찾아,"킵 안데르센,",2014 ,"
12+ ", 1시간 30분 , 다큐멘터리,80033772,tt3302820
0,더 겟다운,"드라마,힙합,미국 TV 프로그램",1977년 뉴욕시 사우스 브롱크스. 골목의 젊은 청춘들이 꿈과 소울을 가득 품은 음악으로 역사에 한 획을 긋는 드라마가 펼쳐진다.,발상의 전환,"저스티스 스미스,셔믹 무어,허라이즌 과디올라,스카일런 브룩스,트러메인 브라운 주니어,야히아 압둘마틴 2세,지미 스미츠,잔카를로 에스포지토,케빈 코리건,스테파니 마틴,셜리 로드리게스,에릭 보고시안,마이클 길,마무두 아티,",2016 ,"
청불 ", 시즌 2개 , 드라마 장르,80025601,tt4592410
0,빛으로 그린 이야기,"가족이 함께 보는 시리즈,음식 & 여행 시리즈,호주 작품,자연 & 생태 다큐멘터리,과학 & 자연 TV 프로그램,여행 & 어드벤처 다큐멘터리,과학 & 자연 다큐멘터리,다큐시리즈,사회 & 문화 다큐멘터리","사진가와 영화 제작자들이 저마다의 눈으로 세상을 포착한다. 사람과 풍경, 생명체와 문화를 담아낸 경이로운 이미지들. 그 탄생의 현장을 조명하는 다큐멘터리 시리즈.",감명을 주는,"대런 주,아트 울프,크리스털 라이트,피터 이스트웨이,리처드 아이앤슨,잭 톰슨,조너선 스콧,앤절라 스콧,에릭 쳉,스티븐 듀폰트,사이먼 리스터,숀 하인릭스,딜런 리버,",2015 ,"
12+ ", 시즌 3개 , 다큐멘터리,80133187,tt5350276
0,파우다: 혼돈,"드라마,이스라엘 작품,액션 & 어드벤처 시리즈,스릴러 시리즈",이스라엘 방위군의 요원 도론. 손수 제거하고 마음 편히 퇴직까지 하게 만든 하마스의 핵심 멤버가 살아있다! 놈을 잡을 절호의 기회를 놓치지 않고 그가 복귀하면서 숨 가쁜 접전이 펼쳐진다. 피와 보복의 대혼돈이.,,"리오르 라즈,이차크 코헨,히샴 슐리만,샤디 마리,래티시아 에이도,유발 세갈,네타 가르티,토머 카폰,차히 할레비,야코브 자다 다니엘,도론 벤다비드,로나리 심온,이단 아메디,보아즈 콘포르트,요나탄 아비그도리,에일럼 오리안,메이라브 시롬,자밀 후리,아사프 코헨,피라스 나사르,이갈 나오르,맷 고틀리브,알라 다카,할리파 나투르,조르지 이스칸다르,마리나 막시밀리안 블루민,루시 아유브,아미르 부트루스,인바 라비,로아이 노피,리프 니먼,",2015 ,"
청불 ", 시즌 4개 , 액션,80113612,tt4565380
0,더크 젠틀리의 전체론적 탐정 사무소,"SF 시리즈,도서 원작 시리즈,미스터리 시리즈,코미디 시리즈,액션 & 어드벤처 시리즈,범죄 시리즈,미국 TV 프로그램","세상 모든 것이 서로 연결됐다고 믿는 탐정 더크, 그에게 운명처럼 휘말린 조수 토드. 초자연, 미스터리, 시작과 끝을 알 수 없는 기이한 사건이라면 이들이 적격이다.","발상의 전환,유쾌 발랄,흥미진진","새뮤얼 바넷,일라이저 우드,해나 마크스,피오나 두리프,제이드 에셰테,음포 코아호,마이클 에크런드,더스틴 밀리건,존 해나,타일러 라빈,앨런 튜딕,어맨다 월시,이지 스틸,닐 브라운 주니어,리처드 시프,미겔 샌도벌,",2016 ,"
15+ ", 시즌 2개 , 코미디,80119426,tt4047038
0,마음의 소리,"시트콤,코미디 시리즈,웹툰 원작 한국 드라마,한국 드라마",최장수 인기 개그 웹툰 《마음의 소리》를 원작으로 한 시트콤. 웹툰 작가 조석과 그의 괴짜 가족의 상상 이하 + 어드벤처 + 요절복통 일상이 펼쳐진다.,"익살스러운,허당 매력","이광수,김대명,정소민,김병옥,김미경,",2016 ,"
12+ ", 시즌 1개 , 코미디,80155793,tt4613520
0,하산 미나즈의 금의환향,스탠드업 코미디,무슬림 인도인으로 힌두교도와 결혼한 갈색 피부의 미국인 코미디언 하산 미나즈. 이보다 더 복잡한 정체성은 없다! 《더 데일리 쇼》 기자가 전하는 논스톱 웃음의 향연.,위트 있는,"하산 미나즈,",2017 ,"
청불 ", 1시간 12분 , 코미디,80134781,tt6900644
0,방랑의 미식가,"드라마,일본 작품,일본 만화 원작 시리즈",육십 평생을 직장에 치여 살아온 평범한 샐러리맨 다케시. 은퇴와 동시에 정처 없이 떠도는 무사가 되어 여태껏 누리지 못한 자유를 만끽하며 미식 방랑을 떠난다.,힐링,"다케나카 나오토,다마야마 데쓰지,스즈키 호나미,",2017 ,"
12+ ", 시즌 1개 , 드라마 장르,80132738,tt6304676
0,오자크,"드라마,범죄 시리즈,미국 TV 프로그램,스릴러 시리즈","시카고의 잘나가는 재무 컨설턴트 마티는 가족과 함께 미주리 주 오자크로 이사한다. 목적은 하나, 파트너가 횡령한 마약 조직의 돈 5억 달러를 돈세탁하는 것.","불길한,어두운","제이슨 베이트먼,로라 리니,소피아 허블리츠,스카일러 가트너,제이슨 버틀러 하너,에사이 모레일스,피터 뮬런,리사 에머리,줄리아 가너,재닛 맥티어,찰리 테이핸,제시카 프랜시스 듀크스,데이미언 영,필릭스 솔리스,알폰소 에레라,아담 로덴버그,",2017 ,"
청불 ", 시즌 4개 , 스릴러,80117552,tt5071412
0,별나도 괜찮아,"드라마,청춘 드라마,청소년 시리즈,코미디 시리즈,미국 TV 프로그램",자폐 스펙트럼 장애를 가진 10대 소년 샘은 어느 날 여친을 사귀겠노라 마음먹는다. 샘의 홀로서기로 인해 샘 바라기였던 가족들은 느닷없이 자아 찾기에 내몰린다.,"유쾌 발랄,진심 어린","제니퍼 제이슨 리,키어 길크리스트,마이클 래퍼포트,브리짓 런디페인,닉 도다니,제나 보이드,그레이엄 로저스,에이미 오쿠다,파이블 스튜어트,",2017 ,"
청불 ", 시즌 4개 , 코미디,80117540,tt6315640
0,호프 밸리,"드라마,가족이 함께 보는 시리즈,도서 원작 시리즈,시대물,미국 TV 프로그램","1900년대 초, 안락한 상류층 도시 생활을 뒤로하고 캐나다 서부의 탄광촌에서 교사로 사는 삶을 택한 씩씩한 여성의 이야기.",진심 어린,"에린 크라카우,대니얼 리싱,로리 로클린,마틴 커민스,첼라 호스덜,그레이신 신예이,잭 와그너,미첼 커먼,로레타 월시,에리카 캐럴,다리우스 자비차누,샬럿 헤이글,스티브 베이식,에이드리언 허프,크리스티나 와그너,",2014 ,"
12+ ", 시즌 2개 , 드라마 장르,80036407,tt2874692
0,라스트 킹덤,"드라마,영국 작품,도서 원작 시리즈,액션 & 어드벤처 시리즈,시대물","잉글랜드의 마지막 왕국을 물려받은 알프레드. 잉글랜드의 핏줄로 바이킹 전사가 된 우트레드. 이들은 적인가, 동지인가. 라스트 킹덤에 전운이 감도는 지금, 두 남자의 운명이 맞물리기 시작한다.","폭력적인,어두운,흥미진진","알렉산더 드레이먼,에밀리 콕스,데이비드 도슨,이안 하트,해리 매킨타이어,일라이자 버터워스,토비아스 산틀만,사이먼 쿤츠,페리 바우마이스터,조셉 밀슨,밀리 브래디,토비 레그보,알렉산드르 비욤,제라드 컨스,마크 롤리,투레 린드하르트,루네 템테,아르나스 페다라비추스,브라이언 버널,데이비드 스코필드,에이미 렌,매슈 맥패디언,룻거 하우어,에이드리언 바워,토마스 W. 가브리엘손,페테르 간슬레르,헤닝 발린 야콥센,에바 버시슬,티머시 이니스,테아 소피 로크 네스,제임스 노스코트,올라 라파스,율리아 바케-비그,애드리언 쉴러,스테퍼니 마티니,제이미 블래클리,유언 미첼,카반 클러킨,크리스티안 힐보리,",2015 ,"
청불 ", 시즌 5개 , 드라마 장르,80074249,tt4179452
0,그 땅에는 신이 없다,"드라마,미국 TV 프로그램","자비라고는 모르는 무법자, 그의 길에 남는 건 공포뿐. 그가 배신자를 찾고 있다. 여인들만 사는 조용한 마을에서 새로운 인생을 발견한 배신자, 한때 아들 같았던 청년을.",어두운,"제프 대니얼스,미셸 도커리,잭 오코넬,스쿠트 맥네리,메릿 위버,토머스 브로디생스터,샘 워터스튼,탄투 카디널,",2017 ,"
청불 ", 시즌 1개 , 서부극,80097141,tt5516154
0,파이널 스페이스,"SF 시리즈,코미디 시리즈,액션 & 어드벤처 시리즈,미국 TV 프로그램","외로운 우주인 죄수 게리 굿스피드. 어느 날, 귀여운 외계인 달빵이를 만나다. 그런데 이 녀석이 무시무시한 행성 파괴 병기라고? 어쩔 수 없지, 함께 우주를 구해보자!","허당 매력,흥미진진","올란 로저스,톰 케니,스티븐 연,티카 섬터,프레드 아미슨,데이비드 테넌트,존 디마지오,코티 갤로웨이,재키 로스,애슐리 버치,론 펀치스,제인 린치,",2018 ,"
15+ ", 시즌 3개 , 코미디,80174479,tt6317068
0,리전,"SF 시리즈,미국 TV 프로그램,코믹스 원작 시리즈","환영과 환청에 시달리는 한 청년. 지난 기억을 조각조각 모으기 시작하면서 자신의 숨겨진 힘을 발견하게 되는데. 이전에 없던, 누구보다 특별한 능력을 가진 히어로가 온다!",발상의 전환,"댄 스티븐스,레이철 켈러,진 스마트,오브리 플라자,제러미 해리스,앰버 미드선더,빌 어윈,",2017 ,"
15+ ", 시즌 3개 , SF,80158285,tt5114356
0,으라차차 와이키키,"시트콤,코미디 시리즈,한국 드라마","영화감독, 배우, 작가를 꿈꾸는 세 청년. 직접 만들 영화의 제작비를 벌겠다며 게스트하우스를 냈지만 현실은 망한 거나 다름없고, 하는 일 족족 폭망 냄새가 솔솔 나니 어쩔? 역대급 웃음 폭탄으로 무장한 청춘들의 이야기, 스타트!",허당 매력,"김정현,이이경,손승원,정인선,고원희,이주우,강경준,",2018 ,"
15+ ", 시즌 1개 , 코미디,81029926,tt7890304
0,테일러 스위프트의 레퓨테이션 스타디움 투어,"음악,콘서트 실황,미국 영화",세계가 열광한 테일러 스위프트의 '레퓨테이션’ 스타디움 투어. 텍사스 댈러스에서 그 대미를 장식한다. 팝의 여왕이 선사하는 매혹적인 음악과 화려한 볼거리의 모든 것.,기분 좋아지는,"테일러 스위프트,",2018 ,"
12+ ", 2시간 5분 , 음악(논픽션),81026251,tt9426852
0,오티스의 비밀 상담소,"드라마,청춘 드라마,영국 작품,청소년 시리즈,코미디 시리즈","소심한 소년 오티스의 대반전, 그가 아웃사이더 소녀와 함께 섹스 클리닉을 연다. 성 상담사 엄마에게 귀동냥한 산지식을 모두 전수해드려요. 오티스는 절찬 상담 중!","아찔하고 발칙하게,달콤 쌉싸름,진심 어린","에이사 버터필드,질리언 앤더슨,슈티 가트와,에마 매키,에이미 루 우드,코너 스윈들스,키다 윌리엄스스털링,미미 킨,앨리스터 페트리,차닐 쿨라르,타냐 레이놀즈,퍼트리샤 앨리슨,미카엘 페르스브란트,라키 타크라,제마이마 커크,앤마리 더프,대니얼 레비,",2019 ,"
청불 ", 시즌 3개 , 코미디,80197526,tt7767422
